Name	Type	Unlock Prerequisite	Research Scrolls	Antique Tokens	Tier	Value	Crafting Time (seconds)	Crafting Time (formatted)	Value / Crafting Time	Merchant XP	Merchant XP / Crafting Time	Worker XP	Fusion XP	Favor	Airship Power		Required Worker 	Worker Level	Required Worker	Worker Level	Required Worker	Worker Level														Component	Component Quality	Amount Needed	Component	Component Quality	Amount Needed		ATK	DEF	HP	EVA	CRIT		Elemental Affinity	Spirit Affinity		Crafting Upgrade 1	Crafts Needed	Crafting Upgrade 2	Crafts Needed	Crafting Upgrade 3	Crafts Needed	Crafting Upgrade 4	Crafts Needed	Crafting Upgrade 5	Crafts Needed		Ascension Upgrade 1	Shards Needed	Ascension Upgrade 2	Shards Needed	Ascension Upgrade 3	Shards Needed		Discount Energy	Surcharge Energy	Suggest Energy	Speed Up Energy
Axe of The Fifth	Axe	Cinco De Mayo Mega Pack	---	200	9	415000	22200	06:10:00	18.69	56000	2.52	840	4200	1589	418		Blacksmith	23	Master	19	---	---		---	259	---	---	---	72	---	---	---	16	---		Spooky Ectoplasm	---	4	Moon Crystal	---	5		380	95	---	---	---		---	---		-25% Craft Time Reduction	10	-52 Wood Spent	26	x1.25 Value Increase	46	-14 Ironwood Spent	70	Quality Chance x2	110		-3 Jewels Spent	40	-4 Moon Crystal Spent	40	+10% Multicraft Chance	40		450	995	200	1140
Eclipsis	Axe	---	60	---	10	645000	32400	09:00:00	19.91	65000	2.01	975	4875	1909	336		Blacksmith	25	Master	21	Carpenter	18		---	290	---	---	---	82	---	---	---	22	---		Deep Coral	---	5	Evil Eye	---	6		420	---	---	---	---		---	---		-20% Craft Time Reduction	10	-58 Wood Spent	26	Blueprint: Manticore Slayer	46	x1.25 Value Increase	70	Quality Chance x2	110		-4 Jewels Spent	45	-3 Evil Eye Spent	45	+10% Multicraft Chance	45		830	1845	370	2335
Terra Tyrannis	Axe	Sunken Chest	---	---	10	715000	38400	10:40:00	18.62	69500	1.81	1043	5215	2451	410		Blacksmith	25	Master	21	Carpenter	18		---	306	---	---	---	87	---	---	---	25	---		Precious Shell	---	4	Overgrown Vine	---	4		512	---	---	---	---		---	---		-20% Craft Time Reduction	9	-61 Wood Spent	22	x1.25 Value Increase	40	-17 Ironwood Spent	65	Quality Chance x2	100		-5 Jewels Spent	45	-2 Overgrown Vine Spent	45	+10% Multicraft Chance	45		850	1890	380	2480
Opulent Grandaxe	Axe	Opulent Chest	---	---	10	1650000	46200	12:50:00	35.71	74500	1.61	1118	5590	2831	368		Blacksmith	26	Master	22	Carpenter	19		---	322	---	---	---	93	---	---	---	29	---		Opulent Jewel	---	5	Chronos Crystal	---	3		460	---	---	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	9	-64 Wood Spent	22	x1.25 Value Increase	40	-19 Ironwood Spent	65	Quality Chance x2	100		-6 Jewels Spent	45	-1 Chronos Crystal Spent	45	+10% Multicraft Chance	45		975	2170	435	2635
Kodiak Kleaver	Axe	Wild Love Mega Pack	---	250	10	685000	46200	12:50:00	14.83	74500	1.61	1118	5590	2831	438		Blacksmith	26	Master	22	Carpenter	19		---	322	---	---	---	93	---	---	---	29	---		Crystal Lullaby	---	3	Ghastly Pennant	---	3		460	---	14	---	---		---	Bear Vitality		-20% Craft Time Reduction	9	-64 Wood Spent	22	x1.25 Value Increase	40	-19 Ironwood Spent	65	Quality Chance x2	100		-6 Jewels Spent	45	-1 Ghastly Pennant Spent	45	+10% Multicraft Chance	45		855	1900	380	2635
Manticore Slayer	Axe	---	85	---	11	1450000	55200	15:20:00	26.27	120000	2.17	1800	9000	2889	432		Blacksmith	27	Master	23	Carpenter	20		---	338	---	---	---	98	---	---	---	31	---		Sigil of Might	---	1	Grim Talon	---	4		540	---	---	---	---		---	Chimera Malignity		-20% Craft Time Reduction	6	-68 Wood Spent	16	Blueprint: Crescent of Conquest	28	x1.25 Value Increase	45	Quality Chance x2	70		-6 Jewels Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		1060	2355	470	2790
Beeswaxe	Axe	Bee's Knees Mega Pack	---	300	11	1700000	55200	15:20:00	30.8	120000	2.17	1800	9000	4072	594		Blacksmith	27	Master	23	Carpenter	20		---	338	---	---	---	98	---	73	---	---	---		Sigil of Might	---	1	Precious Shell	---	4		540	135	---	---	---		---	---		-20% Craft Time Reduction	6	-68 Wood Spent	16	x1.25 Value Increase	28	-20 Ironwood Spent	45	Quality Chance x2	70		-22 Oils Spent	60	-1 Precious Shell Spent	60	+10% Multicraft Chance	60		1145	2545	510	2790
Shroom Doom	Axe	Goodbye Summer Pack	---	300	11	1800000	66000	18:20:00	27.27	130000	1.97	1950	9750	3564	538		Blacksmith	27	Master	23	Carpenter	20		---	354	---	---	---	103	---	---	29	---	---		Sigil of Might	---	1	Grim Talon	---	3		560	---	18	---	---		Earth	---		-20% Craft Time Reduction	6	-71 Wood Spent	16	-21 Ironwood Spent	28	x1.25 Value Increase	45	Quality Chance x2	70		-6 Ether Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		1175	2615	525	2950
Jötunnbane	Axe	Valhalla Superior Pack	---	300	11	1850000	66000	18:20:00	28.03	130000	1.97	1950	9750	3275	616		Blacksmith	27	Master	23	Carpenter	20		320	---	---	---	90	---	---	---	---	34	---		Sigil of Might	---	1	Boreal Gale	---	3		560	140	---	---	---		Water	---		-20% Craft Time Reduction	6	-64 Iron Spent	16	x1.25 Value Increase	28	-18 Steel Spent	45	Quality Chance x2	70		-7 Jewels Spent	60	-1 Boreal Gale Spent	60	+10% Multicraft Chance	60		1195	2650	530	2950
Crescent of Conquest	Axe	---	125	---	12	2500000	94200	26:10:00	26.54	240000	2.55	3600	18000	4293	552		Blacksmith	29	Master	25	Carpenter	22		---	387	---	---	---	113	---	---	---	41	---		Sigil of True Might	---	1	Crush Claw	---	2		690	---	---	---	---		---	---		-20% Craft Time Reduction	6	-77 Wood Spent	14	x1.25 Value Increase	26	Blueprint: Edge Eternal	40	Quality Chance x2	60		-12 Jewels Spent	80	-34 Ironwood Spent	80	+10% Multicraft Chance	80		1375	3060	610	3290
Onyx King Axe	Axe	Checkmate Superior Pack	---	350	12	2750000	94200	26:10:00	29.19	240000	2.55	3600	18000	4544	657		Blacksmith	29	Master	25	Carpenter	22		370	---	---	---	50	---	---	---	---	41	---		Sigil of True Might	---	1	Raw Obsidian	---	3		690	---	21	---	---		Dark	---		-93 Iron Spent	6	-10 Steel Spent	14	x1.25 Value Increase	26	-10 Jewels Spent	40	Quality Chance x2	60		-1 Raw Obsidian Spent	80	-1 Raw Obsidian Spent	80	+10% Multicraft Chance	80		1440	3205	640	3290
Lover's Quarrel	Axe	Valentine 2023 Mega Pack	---	350	12	2950000	112800	31:20:00	26.15	255000	2.26	3825	19125	6209	782		Blacksmith	30	Master	26	Carpenter	23		450	---	---	---	70	---	---	---	---	46	---		Sigil of True Might	---	1	Magma Core	---	3		710	178	---	---	---		Fire	---		-25% Craft Time Reduction	6	-135 Iron Spent	14	-21 Steel Spent	26	-14 Jewels Spent	40	x1.25 Value Increase	60		Quality Chance x2	80	-1 Magma Core Spent	80	+10% Multicraft Chance	80		1490	3315	665	3465
Apex Goraxe	Axe	Jurassic Pack	---	350	12	3000000	112800	31:20:00	26.6	255000	2.26	3825	19125	4990	678		Blacksmith	30	Master	26	Carpenter	23		---	384	---	---	---	105	---	---	39	---	---		Sigil of True Might	---	1	Crush Claw	---	3		710	---	22	---	---		---	Dinosaur Senses		-25% Craft Time Reduction	6	-96 Wood Spent	14	x1.25 Value Increase	26	-21 Ironwood Spent	40	Quality Chance x2	60		-12 Ether Spent	80	-1 Crush Claw Spent	80	+10% Multicraft Chance	80		1505	3340	670	3465
Edge Eternal	Axe	---	200	---	13	5650000	160800	44:40:00	35.14	285000	1.77	4275	21375	6656	696		Blacksmith	32	Master	28	Carpenter	25		---	438	---	---	---	---	---	---	---	52	5		Astral Fabric	---	3	Zirconia Eggshell	---	2		870	---	---	---	---		Dark	---		-30% Craft Time Reduction	4	-88 Wood Spent	10	-8 Jewels Spent	18	x1.25 Value Increase	30	Quality Chance x2	45		-1 Essence Spent	100	-1 Astral Fabric Spent	100	+10% Multicraft Chance	100		2040	4530	905	3830
Shiv	Dagger	---	---	---	1	45	10	00:00:10	4.5	125	12.5	2	10	1	11		Blacksmith	1	---	---	---	---		5	---	---	---	---	---	---	---	---	---	---		---	---	---	---	---	---		14	---	---	---	---		---	---		x1.5 Value Increase	7	Blueprint: Swift Blade	18	-1 Iron Spent	32	Quality Chance x2	50	Quality Chance x3	80		-1 Iron Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		5	10	5	15
Ice Pick	Dagger	Wooden Chest	---	---	1	660	60	00:01:00	11	385	6.42	6	30	9	41		Blacksmith	2	---	---	---	---		8	---	---	---	---	---	---	---	---	---	---		Elven Wood	---	1	---	---	---		51	---	---	---	---		---	---		x1.5 Value Increase	6	-1 Elven Wood Spent	16	-2 Iron Spent	28	Quality Chance x2	45	Quality Chance x2	70		-2 Iron Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		15	30	5	40
Swift Blade	Dagger	---	1	---	2	260	60	00:01:00	4.33	385	6.42	6	30	9	24		Blacksmith	2	---	---	---	---		8	---	---	---	---	---	---	---	---	---	---		Iron Pine Cone	---	1	---	---	---		30	---	---	---	---		---	---		Blueprint: Stealth Knife	6	-1 Iron Pine Cone Spent	16	x1.5 Value Increase	28	Quality Chance x2	45	Quality Chance x3	70		-4 Iron Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		15	30	5	40
Kunai	Dagger	Starter Pack	---	50	2	660	130	00:02:10	5.08	960	7.38	14	70	16	60		Blacksmith	1	---	---	---	---		13	---	---	---	---	---	---	---	---	---	---		---	---	---	---	---	---		50	---	---	---	0.05		---	---		-25% Craft Time Reduction	6	x1.25 Value Increase	16	-25% Craft Time Reduction	28	Quality Chance x2	45	Quality Chance x3	70		-7 Iron Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		20	45	10	70
Stealth Knife	Dagger	---	3	---	3	720	180	00:03:00	4	1400	7.78	21	105	16	48		Blacksmith	3	---	---	---	---		14	---	---	---	---	---	---	---	---	---	---		Glow Shroom	---	2	---	---	---		60	---	---	---	---		---	---		x1.5 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Balisong	32	Quality Chance x2	50	Quality Chance x2	80		-1 Glow Shroom Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		20	45	10	90
Balisong	Dagger	---	6	---	4	3650	560	00:09:20	6.52	3950	7.05	59	295	38	86		Blacksmith	7	---	---	---	---		27	---	---	---	---	---	---	---	---	---	---		Silver Dust	---	4	---	---	---		108	---	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Ritual Dagger	36	-5 Iron Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-2 Silver Dust Spent	15		45	105	20	190
Erudite Vector	Dagger	Back to School Mega Pack	---	100	4	6600	900	00:15:00	7.33	5850	6.5	88	440	63	163		Blacksmith	9	---	---	---	---		37	---	---	---	---	---	---	---	---	---	---		Precious Gem	---	4	---	---	---		136	---	---	---	0.05		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	-7 Iron Spent	36	-1 Precious Gem Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Precious Gem Spent	15		60	135	25	260
Ritual Dagger	Dagger	---	10	---	5	6950	1140	00:19:00	6.1	6950	6.1	104	520	72	118		Blacksmith	10	Jeweler	1	---	---		44	---	---	---	9	---	---	---	---	---	---		Rustwyrm Scale	---	3	---	---	---		148	---	---	---	---		---	---		-25% Craft Time Reduction	8	-9 Iron Spent	20	Blueprint: Kingsguard	36	x1.25 Value Increase	55	Quality Chance x2	85		-2 Steel Spent	20	+10% Multicraft Chance	20	-1 Rustwyrm Scale Spent	20		65	140	30	295
Sokka's Boomerang	Dagger	Content Pass: Avatar 2021	---	120	5	11000	1440	00:24:00	7.64	8150	5.66	122	610	105	180		Blacksmith	11	Jeweler	4	---	---		54	---	---	---	11	---	---	---	---	---	---		Deep Pearl	---	4	---	---	---		164	41	---	---	---		Water	---		-25% Craft Time Reduction	9	-11 Iron Spent	22	x1.25 Value Increase	40	-1 Deep Pearl Spent	60	Quality Chance x2	95		-2 Steel Spent	20	+10% Multicraft Chance	20	-1 Deep Pearl Spent	20		80	175	35	335
Assassin Tanto	Dagger	Champions Clash Pack	---	120	5	15000	1800	00:30:00	8.33	9400	5.22	141	705	133	211		Blacksmith	12	Jeweler	6	---	---		64	---	---	---	15	---	---	---	---	---	---		Rustwyrm Scale	---	3	Webbed Wing	---	2		176	---	---	---	0.05		Dark	---		-25% Craft Time Reduction	9	-13 Iron Spent	22	x1.25 Value Increase	40	-10% Craft Time Reduction	60	Quality Chance x2	95		-3 Steel Spent	20	+10% Multicraft Chance	20	-2 Webbed Wing Spent	20		90	200	40	375
Kingsguard	Dagger	---	15	---	6	20500	2700	00:45:00	7.59	12500	4.63	188	940	191	168		Blacksmith	14	Jeweler	1	---	---		89	---	---	---	22	---	---	---	---	---	---		Bronze Fang	---	3	Silver Dust	---	4		210	---	---	---	---		---	---		-25% Craft Time Reduction	9	-18 Iron Spent	22	Blueprint: Fishmonger	40	x1.25 Value Increase	60	Quality Chance x2	95		-4 Steel Spent	25	+10% Multicraft Chance	25	-4 Silver Dust Spent	25		105	235	45	465
Cloudwalker Chakram	Dagger	Year of the Ox Mega Pack	---	140	6	31500	3300	00:55:00	9.55	14000	4.24	210	1050	259	264		Blacksmith	15	Jeweler	11	---	---		101	---	---	---	26	---	---	---	---	---	---		White Sand	---	3	Deep Pearl	---	3		220	---	---	---	0.05		Air	---		-25% Craft Time Reduction	10	-20 Iron Spent	24	x1.25 Value Increase	44	-10% Craft Time Reduction	70	Quality Chance x2	110		-5 Steel Spent	25	+10% Multicraft Chance	25	-2 Deep Pearl Spent	25		130	290	60	515
Fishmonger	Dagger	---	25	---	7	69500	6600	01:50:00	10.53	19500	2.95	293	1465	395	216		Blacksmith	18	Jeweler	14	---	---		140	---	---	---	35	---	---	---	---	---	---		Stealth Knife	Normal	1	Evil Eye	---	5		270	---	---	---	---		---	---		-25% Craft Time Reduction	10	-28 Iron Spent	24	Blueprint: Troll Tooth	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Steel Spent	30	+10% Multicraft Chance	30	-1 Evil Eye Spent	30		190	420	85	675
Juniper's Trowel	Dagger	Junimay Mega Pack	---	160	7	71500	7800	02:10:00	9.17	21500	2.76	323	1615	520	269		Blacksmith	19	Herbalist	15	---	---		153	---	---	40	---	---	---	---	---	---	---		White Sand	---	4	Star Metal	---	2		280	---	9	---	---		Earth	---		-25% Craft Time Reduction	10	-31 Iron Spent	24	x1.25 Value Increase	44	-1 White Sand Spent	70	Quality Chance x2	110		-8 Herbs Spent	30	+10% Multicraft Chance	30	-1 Star Metal Spent	30		195	430	85	735
Troll Tooth	Dagger	---	35	---	8	170000	12000	03:20:00	14.17	26000	2.17	390	1950	622	256		Blacksmith	21	Jeweler	17	---	---		179	---	---	---	46	---	---	---	---	---	---		Overgrown Vine	---	5	Silk Scarab	---	3		320	---	---	---	---		---	---		-25% Craft Time Reduction	11	-36 Iron Spent	28	Blueprint: Misericordia	50	x1.25 Value Increase	80	Quality Chance x2	125		-9 Steel Spent	35	+10% Multicraft Chance	35	-2 Silk Scarab Spent	35		295	650	130	860
Levia Fang	Dagger	Timeworn Chest	---	---	8	215000	14400	04:00:00	14.93	28500	1.98	428	2140	805	310		Blacksmith	21	Jeweler	17	---	---		192	---	---	---	51	---	---	---	---	---	---		Ancient Marble	---	5	Bronze Fang	---	8		387	---	---	---	---		---	Hydra Onslaught		-25% Craft Time Reduction	11	-38 Iron Spent	28	x1.25 Value Increase	50	-1 Ancient Marble Spent	80	Quality Chance x2	125		-10 Steel Spent	35	+10% Multicraft Chance	35	-4 Bronze Fang Spent	35		320	710	140	925
Misericordia	Dagger	---	45	---	9	285000	15000	04:10:00	19	33500	2.23	503	2515	938	296		Blacksmith	22	Jeweler	18	---	---		219	---	---	---	60	---	---	---	---	---	---		Spooky Ectoplasm	---	5	Ancient Marble	---	4		370	---	---	---	---		---	---		-25% Craft Time Reduction	10	-44 Iron Spent	26	Blueprint: Ceremonial Katar	46	x1.25 Value Increase	70	Quality Chance x2	110		-12 Steel Spent	40	-1 Spooky Ectoplasm Spent	40	+10% Multicraft Chance	40		375	830	165	1065
Sultan Dagger	Dagger	Sultan's Superior Offer	---	200	9	410000	22200	06:10:00	18.47	39000	1.76	585	2925	1580	480		Blacksmith	24	Jeweler	20	---	---		247	---	---	---	69	---	---	---	---	15	---		Ghastly Pennant	---	5	---	---	---		400	---	---	---	0.05		Fire	---		-25% Craft Time Reduction	10	-49 Iron Spent	26	x1.25 Value Increase	46	-14 Steel Spent	70	Quality Chance x2	110		-30% Craft Time Reduction	40	-1 Ghastly Pennant Spent	40	+10% Multicraft Chance	40		445	990	200	1220
Luxurious Poignard	Dagger	Luxurious Chest	---	---	9	520000	22200	06:10:00	23.42	39000	1.76	585	2925	1380	320		Blacksmith	24	Jeweler	20	---	---		247	---	---	---	69	---	---	---	---	---	---		Golden Artifact	---	5	Chronos Crystal	---	4		400	---	---	---	---		Gold	Xolotl Spirit		-25% Craft Time Reduction	10	-49 Iron Spent	26	x1.25 Value Increase	46	-1 Chronos Crystal Spent	70	Quality Chance x2	110		-14 Steel Spent	40	-1 Golden Artifact Spent	40	+10% Multicraft Chance	40		375	835	165	1220
Ceremonial Katar	Dagger	---	60	---	10	500000	26400	07:20:00	18.94	42000	1.59	630	3150	1386	336		Blacksmith	25	Jeweler	21	Master	18		261	---	---	---	74	---	---	---	---	---	---		Precious Shell	---	5	Bronze Fang	---	6		420	---	---	---	---		---	---		-25% Craft Time Reduction	10	-52 Iron Spent	26	Blueprint: Heartseeker	46	x1.25 Value Increase	70	Quality Chance x2	110		-15 Steel Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		735	1630	325	2335
Nightmare Fellblade	Dagger	Sunken Chest	---	---	10	585000	31800	08:50:00	18.4	45000	1.42	675	3375	1777	410		Blacksmith	25	Jeweler	21	Master	18		275	---	---	---	79	---	---	---	---	---	---		Crystal Lullaby	---	5	Moon Crystal	---	5		512	---	---	---	---		---	---		-20% Craft Time Reduction	9	-55 Iron Spent	22	x1.25 Value Increase	40	-2 Moon Crystal Spent	65	Quality Chance x2	100		-16 Steel Spent	45	-1 Crystal Lullaby Spent	45	+10% Multicraft Chance	45		770	1710	340	2480
Swan's Edge	Dagger	Champions Clash Mega Pack	---	250	10	570000	31800	08:50:00	17.92	45000	1.42	675	3375	2091	528		Blacksmith	25	Jeweler	21	Master	18		275	---	---	---	79	---	---	---	---	20	---		Deep Coral	---	5	---	---	---		440	---	---	---	0.05		Air	---		-20% Craft Time Reduction	9	-55 Iron Spent	22	x1.25 Value Increase	40	-16 Steel Spent	65	Quality Chance x2	100		-4 Jewels Spent	45	-1 Deep Coral Spent	45	+10% Multicraft Chance	45		785	1740	350	2480
Lucky Strike	Dagger	Sia's Superior Offer	---	250	10	615000	37800	10:30:00	16.27	48500	1.28	728	3640	2018	552		Blacksmith	26	Jeweler	22	Master	19		290	---	---	---	83	---	---	---	---	---	---		Precious Shell	---	5	Living Root	---	3		460	---	---	---	0.05		---	---		-25% Craft Time Reduction	9	-58 Iron Spent	22	x1.25 Value Increase	40	-1 Living Root Spent	65	Quality Chance x2	100		-17 Steel Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		810	1800	360	2635
Heartseeker	Dagger	---	85	---	11	1200000	45000	12:30:00	26.67	77500	1.72	1163	5815	2005	432		Blacksmith	27	Jeweler	23	Master	20		304	---	---	---	88	---	---	---	---	---	---		Sigil of Grace	---	1	Grim Talon	---	4		540	---	---	---	---		---	---		-20% Craft Time Reduction	6	-91 Iron Spent	16	Blueprint: Sixth Sin	28	x1.25 Value Increase	45	Quality Chance x2	70		-18 Steel Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		970	2155	430	2790
Last Breath	Dagger	Bleak Chest	---	---	11	1350000	45000	12:30:00	30	77500	1.72	1163	5815	2277	490		Blacksmith	27	Jeweler	23	Master	20		304	---	---	---	88	---	---	---	---	---	---		Sigil of Grace	---	1	Boreal Gale	---	3		612	---	---	---	---		---	---		-20% Craft Time Reduction	6	-61 Iron Spent	16	x1.25 Value Increase	28	-18 Steel Spent	45	Quality Chance x2	70		-91 Iron Spent	60	-18 Steel Spent	60	+10% Multicraft Chance	60		1005	2235	445	2790
Nightwing Bolt	Dagger	Spooktober Mega Pack	---	300	11	1500000	45000	12:30:00	33.33	77500	1.72	1163	5815	2740	594		Blacksmith	27	Jeweler	23	Master	20		304	---	---	---	66	---	---	---	---	25	---		Sigil of Grace	---	1	Grim Talon	---	3		540	135	---	---	---		Dark	---		-20% Craft Time Reduction	6	-91 Iron Spent	16	x1.25 Value Increase	28	-13 Jewels Spent	45	Quality Chance x2	70		-13 Steel Spent	60	-12 Jewels Spent	60	+10% Multicraft Chance	60		1080	2395	480	2790
Kyoshi Warrior Fan	Dagger	Earth Kingdom Superior Pack	---	300	11	1600000	54000	15:00:00	29.63	82500	1.53	1238	6190	2574	538		Blacksmith	27	Jeweler	23	Master	20		319	---	---	---	93	---	---	---	---	---	---		Sigil of Grace	---	1	Precious Shell	---	5		560	---	18	---	---		Earth	---		-20% Craft Time Reduction	6	-64 Iron Spent	16	x1.25 Value Increase	28	-19 Steel Spent	45	Quality Chance x2	70		-1 Precious Shell Spent	60	-1 Precious Shell Spent	60	+10% Multicraft Chance	60		1110	2470	495	2950
Wiccan Dagger	Dagger	Wiccan Magic Mega Pack	---	300	11	1750000	54000	15:00:00	32.41	82500	1.53	1238	6190	4550	896		Blacksmith	27	Jeweler	23	Master	20		319	89	---	---	93	---	---	---	---	---	---		Sigil of Spark	---	1	Grim Talon	---	4		560	---	---	---	0.1		Earth	---		-20% Craft Time Reduction	6	x1.25 Value Increase	16	-64 Iron Spent	28	-19 Steel Spent	45	Quality Chance x2	70		-1 Grim Talon Spent	60	-45 Wood Spent	60	+10% Multicraft Chance	60		1160	2580	515	2950
Sixth Sin	Dagger	---	125	---	12	2150000	77400	21:30:00	27.78	155000	2	2325	11625	2872	552		Blacksmith	29	Jeweler	25	Master	22		349	---	---	---	102	---	---	---	---	---	---		Sigil of True Grace	---	1	Raw Obsidian	---	2		690	---	---	---	---		Dark	---		-20% Craft Time Reduction	6	-105 Iron Spent	14	x1.25 Value Increase	26	Blueprint: Nocturne	40	Quality Chance x2	60		-20 Steel Spent	80	-31 Steel Spent	80	+10% Multicraft Chance	80		1285	2850	570	3290
Opulent Tecpatl	Dagger	Opulent Chest	---	---	12	4300000	77400	21:30:00	55.56	155000	2	2325	11625	3270	552		Blacksmith	29	Jeweler	25	Master	22		349	---	---	---	102	---	---	---	---	---	---		Opulent Jewel	---	6	Magma Core	---	2		690	---	---	---	---		Gold	Quetzalcoatl Spirit		-20% Craft Time Reduction	6	-105 Iron Spent	14	x1.25 Value Increase	26	-15 Steel Spent	40	Quality Chance x2	60		-20 Steel Spent	80	-1 Magma Core Spent	80	+10% Multicraft Chance	80		1340	2980	595	3290
Celesteel Knuckles	Dagger	Wastelanders Superior Pack	---	350	12	2250000	92400	25:40:00	24.35	165000	1.79	2475	12375	4189	782		Blacksmith	30	Jeweler	26	Master	23		364	---	---	---	111	---	---	---	---	20	---		Sigil of True Grace	---	1	Grim Talon	---	3		710	178	---	---	---		Light	---		-25% Craft Time Reduction	6	-109 Iron Spent	14	x1.25 Value Increase	26	-17 Steel Spent	40	Quality Chance x2	60		-10 Jewels Spent	80	-17 Steel Spent	80	+10% Multicraft Chance	80		1310	2910	580	3465
Empress War Fan	Dagger	Lunar New Year Mega Pack	---	350	12	2600000	92400	25:40:00	28.14	165000	1.79	2475	12375	3621	852		Blacksmith	30	Jeweler	26	Master	23		360	---	---	---	110	---	---	---	---	---	---		Sigil of True Grace	---	1	Boreal Gale	---	4		710	---	---	0.05	---		Air	---		-30% Craft Time Reduction	6	-72 Iron Spent	14	x1.25 Value Increase	26	-22 Steel Spent	40	Quality Chance x2	60		-22 Steel Spent	80	-1 Boreal Gale Spent	80	+10% Multicraft Chance	80		1405	3120	625	3465
Nocturne	Dagger	---	200	---	13	5400000	131400	36:30:00	41.1	185000	1.41	2775	13875	5944	696		Blacksmith	32	Jeweler	28	Master	25		394	---	---	---	---	---	---	---	---	42	5		Outsider's Claw	---	3	Raw Obsidian	---	4		870	---	---	---	---		Dark	---		-20% Craft Time Reduction	4	-118 Iron Spent	10	x1.25 Value Increase	18	-8 Jewels Spent	30	Quality Chance x2	45		-8 Jewels Spent	100	-1 Raw Obsidian Spent	100	+10% Multicraft Chance	100		1995	4430	885	3830
