Name	Type	Unlock Prerequisite	Research Scrolls	Antique Tokens	Tier	Value	Crafting Time (seconds)	Crafting Time (formatted)	Value / Crafting Time	Merchant XP	Merchant XP / Crafting Time	Worker XP	Fusion XP	Favor	Airship Power		Required Worker 	Worker Level	Required Worker	Worker Level	Required Worker	Worker Level													Component	Component Quality	Amount Needed	Component	Component Quality	Amount Needed		ATK	DEF	HP	EVA	CRIT		Elemental Affinity	Spirit Affinity		Crafting Upgrade 1	Crafts Needed	Crafting Upgrade 2	Crafts Needed	Crafting Upgrade 3	Crafts Needed	Crafting Upgrade 4	Crafts Needed	Crafting Upgrade 5	Crafts Needed		Ascension Upgrade 1	Shards Needed	Ascension Upgrade 2	Shards Needed	Ascension Upgrade 3	Shards Needed		Discount Energy	Surcharge Energy	Suggest Energy	Speed Up Energy
Beeswaxe	Axe	Bee's Knees Mega Pack	---	300	11	1,700,000	55,200	15:20:00	30.80	120,000	2.17	1,800	9,000	4,072	594		Blacksmith	27	Master	23	Carpenter	20		---	338	---	---	---	98	---	73	---	---		Sigil of Might	---	1	Precious Shell	---	4		540	135	---	---	---		---	---		-20% Craft Time Reduction	6	-68 Wood Spent	16	x1.25 Value Increase	28	-20 Ironwood Spent	45	Quality Chance x2	70		-22 Oils Spent	60	-1 Precious Shell Spent	60	+10% Multicraft Chance	60		1,145	2,545	510	2,790
Shroom Doom	Axe	Goodbye Summer Pack	---	300	11	1,800,000	66,000	18:20:00	27.27	130,000	1.97	1,950	9,750	3,564	538		Blacksmith	27	Master	23	Carpenter	20		---	354	---	---	---	103	---	---	29	---		Sigil of Might	---	1	Grim Talon	---	3		560	---	18	---	---		Earth	---		-20% Craft Time Reduction	6	-71 Wood Spent	16	-21 Ironwood Spent	28	x1.25 Value Increase	45	Quality Chance x2	70		-6 Ether Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		1,175	2,615	525	2,950
Jötunnbane	Axe	Valhalla Superior Pack	---	300	11	1,850,000	66,000	18:20:00	28.03	130,000	1.97	1,950	9,750	3,275	616		Blacksmith	27	Master	23	Carpenter	20		320	---	---	---	90	---	---	---	---	34		Sigil of Might	---	1	Boreal Gale	---	3		560	140	---	---	---		Water	---		-20% Craft Time Reduction	6	-64 Iron Spent	16	x1.25 Value Increase	28	-18 Steel Spent	45	Quality Chance x2	70		-7 Jewels Spent	60	-1 Boreal Gale Spent	60	+10% Multicraft Chance	60		1,195	2,650	530	2,950
Crescent of Conquest	Axe	---	125	---	12	2,500,000	94,200	26:10:00	26.54	240,000	2.55	3,600	18,000	4,293	552		Blacksmith	29	Master	25	Carpenter	22		---	387	---	---	---	113	---	---	---	41		Sigil of True Might	---	1	Crush Claw	---	2		690	---	---	---	---		---	---		-20% Craft Time Reduction	6	-77 Wood Spent	14	x1.25 Value Increase	26	-17 Ironwood Spent	40	Quality Chance x2	60		-8 Jewels Spent	80	-17 Ironwood Spent	80	+10% Multicraft Chance	80		1,375	3,060	610	3,290
Onyx King Axe	Axe	Checkmate Superior Pack	---	350	12	2,750,000	94,200	26:10:00	29.19	240,000	2.55	3,600	18,000	4,544	657		Blacksmith	29	Master	25	Carpenter	22		370	---	---	---	50	---	---	---	---	41		Sigil of True Might	---	1	Raw Obsidian	---	3		690	---	21	---	---		Dark	---		-93 Iron Spent	6	-10 Steel Spent	14	x1.25 Value Increase	26	-10 Jewels Spent	40	Quality Chance x2	60		-1 Raw Obsidian Spent	80	-1 Raw Obsidian Spent	80	+10% Multicraft Chance	80		1,440	3,205	640	3,290
Shiv	Dagger	---	---	---	1	45	10	00:00:10	4.50	125	12.50	2	10	1	11		Blacksmith	1	---	1	---	1		5	---	---	---	---	---	---	---	---	---		---	---	---	---	---	---		14	---	---	---	---		---	---		x1.5 Value Increase	7	Blueprint: Swift Blade	18	-1 Iron Spent	32	Quality Chance x2	50	Quality Chance x3	80		-1 Iron Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		5	10	5	15
Ice Pick	Dagger	Wooden Chest	---	---	1	660	60	00:01:00	11.00	385	6.42	6	30	9	41		Blacksmith	2	---	1	---	1		8	---	---	---	---	---	---	---	---	---		Elven Wood	---	1	---	---	---		51	---	---	---	---		---	---		x1.5 Value Increase	6	-1 Elven Wood Spent	16	-2 Iron Spent	28	Quality Chance x2	45	Quality Chance x2	70		-2 Iron Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		15	30	5	40
Swift Blade	Dagger	---	1	---	2	260	60	00:01:00	4.33	385	6.42	6	30	9	24		Blacksmith	2	---	1	---	1		8	---	---	---	---	---	---	---	---	---		Iron Pine Cone	---	1	---	---	---		30	---	---	---	---		---	---		Blueprint: Stealth Knife	6	-1 Iron Pine Cone Spent	16	x1.5 Value Increase	28	Quality Chance x2	45	Quality Chance x3	70		-4 Iron Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		15	30	5	40
Kunai	Dagger	Starter Pack	---	50	2	660	130	00:02:10	5.08	960	7.38	14	70	16	60		Blacksmith	1	---	1	---	1		13	---	---	---	---	---	---	---	---	---		---	---	---	---	---	---		50	---	---	---	0.05		---	---		-25% Craft Time Reduction	6	x1.25 Value Increase	16	-25% Craft Time Reduction	28	Quality Chance x2	45	Quality Chance x3	70		-7 Iron Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		20	45	10	70
Stealth Knife	Dagger	---	3	---	3	720	180	00:03:00	4.00	1,400	7.78	21	105	16	48		Blacksmith	3	---	1	---	1		14	---	---	---	---	---	---	---	---	---		Glow Shroom	---	2	---	---	---		60	---	---	---	---		---	---		x1.5 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Balisong	32	Quality Chance x2	50	Quality Chance x2	80		-1 Glow Shroom Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		20	45	10	90
Balisong	Dagger	---	6	---	4	3,650	560	00:09:20	6.52	3,950	7.05	59	295	38	86		Blacksmith	7	---	1	---	1		27	---	---	---	---	---	---	---	---	---		Silver Dust	---	4	---	---	---		108	---	---	---	---		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	Blueprint: Ritual Dagger	36	-5 Iron Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-2 Silver Dust Spent	15		45	105	20	190
Erudite Vector	Dagger	Back to School Mega Pack	---	100	4	6,600	900	00:15:00	7.33	5,850	6.50	88	440	63	163		Blacksmith	9	---	1	---	1		37	---	---	---	---	---	---	---	---	---		Precious Gem	---	4	---	---	---		136	---	---	---	0.05		---	---		x1.25 Value Increase	8	-25% Craft Time Reduction	20	-7 Iron Spent	36	-1 Precious Gem Spent	55	Quality Chance x2	85		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Precious Gem Spent	15		60	135	25	260
Ritual Dagger	Dagger	---	10	---	5	6,950	1,140	00:19:00	6.10	6,950	6.10	104	520	72	118		Blacksmith	10	Jeweler	1	---	1		44	---	---	---	9	---	---	---	---	---		Rustwyrm Scale	---	3	---	---	---		148	---	---	---	---		---	---		-25% Craft Time Reduction	8	-9 Iron Spent	20	Blueprint: Kingsguard	36	x1.25 Value Increase	55	Quality Chance x2	85		-2 Steel Spent	20	+10% Multicraft Chance	20	-1 Rustwyrm Scale Spent	20		65	140	30	295
Sokka's Boomerang	Dagger	Content Pass: Avatar 2021	---	120	5	11,000	1,440	00:24:00	7.64	8,150	5.66	122	610	105	180		Blacksmith	11	Jeweler	4	---	1		54	---	---	---	11	---	---	---	---	---		Deep Pearl	---	4	---	---	---		164	41	---	---	---		Water	---		-25% Craft Time Reduction	9	-11 Iron Spent	22	x1.25 Value Increase	40	-1 Deep Pearl Spent	60	Quality Chance x2	95		-2 Steel Spent	20	+10% Multicraft Chance	20	-1 Deep Pearl Spent	20		80	175	35	335
Assassin Tanto	Dagger	Champions Clash Pack	---	120	5	15,000	1,800	00:30:00	8.33	9,400	5.22	141	705	133	211		Blacksmith	12	Jeweler	6	---	1		64	---	---	---	15	---	---	---	---	---		Rustwyrm Scale	---	3	Webbed Wing	---	2		176	---	---	---	0.05		Dark	---		-25% Craft Time Reduction	9	-13 Iron Spent	22	x1.25 Value Increase	40	-10% Craft Time Reduction	60	Quality Chance x2	95		-3 Steel Spent	20	+10% Multicraft Chance	20	-2 Webbed Wing Spent	20		90	200	40	375
Kingsguard	Dagger	---	15	---	6	20,500	2,700	00:45:00	7.59	12,500	4.63	188	940	191	168		Blacksmith	14	Jeweler	1	---	4		89	---	---	---	22	---	---	---	---	---		Bronze Fang	---	3	Silver Dust	---	4		210	---	---	---	---		---	---		-25% Craft Time Reduction	9	-18 Iron Spent	22	Blueprint: Fishmonger	40	x1.25 Value Increase	60	Quality Chance x2	95		-4 Steel Spent	25	+10% Multicraft Chance	25	-4 Silver Dust Spent	25		105	235	45	465
Cloudwalker Chakram	Dagger	Year of the Ox Mega Pack	---	140	6	31,500	3,300	00:55:00	9.55	14,000	4.24	210	1,050	259	264		Blacksmith	15	Jeweler	11	---	5		101	---	---	---	26	---	---	---	---	---		White Sand	---	3	Deep Pearl	---	3		220	---	---	---	0.05		Air	---		-25% Craft Time Reduction	10	-20 Iron Spent	24	x1.25 Value Increase	44	-10% Craft Time Reduction	70	Quality Chance x2	110		-5 Steel Spent	25	+10% Multicraft Chance	25	-2 Deep Pearl Spent	25		130	290	60	515
Fishmonger	Dagger	---	25	---	7	69,500	6,600	01:50:00	10.53	19,500	2.95	293	1,465	395	216		Blacksmith	18	Jeweler	14	---	8		140	---	---	---	35	---	---	---	---	---		Stealth Knife	Normal	1	Evil Eye	---	5		270	---	---	---	---		---	---		-25% Craft Time Reduction	10	-28 Iron Spent	24	Blueprint: Troll Tooth	44	x1.25 Value Increase	70	Quality Chance x2	110		-7 Steel Spent	30	+10% Multicraft Chance	30	-1 Evil Eye Spent	30		190	420	85	675
Troll Tooth	Dagger	---	35	---	8	170,000	12,000	03:20:00	14.17	26,000	2.17	390	1,950	622	256		Blacksmith	21	Jeweler	17	---	11		179	---	---	---	46	---	---	---	---	---		Overgrown Vine	---	5	Silk Scarab	---	3		320	---	---	---	---		---	---		-25% Craft Time Reduction	11	-36 Iron Spent	28	Blueprint: Misericordia	50	x1.25 Value Increase	80	Quality Chance x2	125		-9 Steel Spent	35	+10% Multicraft Chance	35	-2 Silk Scarab Spent	35		295	650	130	860
Levia Fang	Dagger	Timeworn Chest	---	---	8	215,000	14,400	04:00:00	14.93	28,500	1.98	428	2,140	805	310		Blacksmith	21	Jeweler	17	---	12		192	---	---	---	51	---	---	---	---	---		Ancient Marble	---	5	Bronze Fang	---	8		387	---	---	---	---		---	Hydra Onslaught		-25% Craft Time Reduction	11	-38 Iron Spent	28	x1.25 Value Increase	50	-1 Ancient Marble Spent	80	Quality Chance x2	125		-10 Steel Spent	35	+10% Multicraft Chance	35	-4 Bronze Fang Spent	35		320	710	140	925
Misericordia	Dagger	---	45	---	9	285,000	15,000	04:10:00	19.00	33,500	2.23	503	2,515	938	296		Blacksmith	22	Jeweler	18	---	15		219	---	---	---	60	---	---	---	---	---		Spooky Ectoplasm	---	5	Ancient Marble	---	4		370	---	---	---	---		---	---		-25% Craft Time Reduction	10	-44 Iron Spent	26	Blueprint: Ceremonial Katar	46	x1.25 Value Increase	70	Quality Chance x2	110		-12 Steel Spent	40	-1 Spooky Ectoplasm Spent	40	+10% Multicraft Chance	40		375	830	165	1,065
Sultan Dagger	Dagger	Sultan's Superior Offer	---	200	9	410,000	22,200	06:10:00	18.47	39,000	1.76	585	2,925	1,580	480		Blacksmith	24	Jeweler	20	---	17		247	---	---	---	69	---	---	---	---	15		Ghastly Pennant	---	5	---	---	---		400	---	---	---	0.05		Fire	---		-25% Craft Time Reduction	10	-49 Iron Spent	26	x1.25 Value Increase	46	-14 Steel Spent	70	Quality Chance x2	110		-30% Craft Time Reduction	40	-1 Ghastly Pennant Spent	40	+10% Multicraft Chance	40		445	990	200	1,220
Luxurious Poignard	Dagger	Luxurious Chest	---	---	9	520,000	22,200	06:10:00	23.42	39,000	1.76	585	2,925	1,380	320		Blacksmith	24	Jeweler	20	---	17		247	---	---	---	69	---	---	---	---	---		Golden Artifact	---	5	Chronos Crystal	---	4		400	---	---	---	---		Gold	Xolotl Spirit		-25% Craft Time Reduction	10	-49 Iron Spent	26	x1.25 Value Increase	46	-1 Chronos Crystal Spent	70	Quality Chance x2	110		-14 Steel Spent	40	-1 Golden Artifact Spent	40	+10% Multicraft Chance	40		375	835	165	1,220
Ceremonial Katar	Dagger	---	60	---	10	500,000	26,400	07:20:00	18.94	42,000	1.59	630	3,150	1,386	336		Blacksmith	25	Jeweler	21	Master	18		261	---	---	---	74	---	---	---	---	---		Precious Shell	---	5	Bronze Fang	---	6		420	---	---	---	---		---	---		-25% Craft Time Reduction	10	-52 Iron Spent	26	Blueprint: Heartseeker	46	x1.25 Value Increase	70	Quality Chance x2	110		-15 Steel Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		735	1,630	325	2,335
Nightmare Fellblade	Dagger	Sunken Chest	---	---	10	585,000	31,800	08:50:00	18.40	45,000	1.42	675	3,375	1,777	410		Blacksmith	25	Jeweler	21	Master	18		275	---	---	---	79	---	---	---	---	---		Crystal Lullaby	---	5	Moon Crystal	---	5		512	---	---	---	---		---	---		-20% Craft Time Reduction	9	-55 Iron Spent	22	x1.25 Value Increase	40	-2 Moon Crystal Spent	65	Quality Chance x2	100		-16 Steel Spent	45	-1 Crystal Lullaby Spent	45	+10% Multicraft Chance	45		770	1,710	340	2,480
Swan's Edge	Dagger	Champions Clash Mega Pack	---	250	10	570,000	31,800	08:50:00	17.92	45,000	1.42	675	3,375	2,091	528		Blacksmith	25	Jeweler	21	Master	18		275	---	---	---	79	---	---	---	---	20		Deep Coral	---	5	---	---	---		440	---	---	---	0.05		Air	---		-20% Craft Time Reduction	9	-55 Iron Spent	22	x1.25 Value Increase	40	-16 Steel Spent	65	Quality Chance x2	100		-4 Jewels Spent	45	-1 Deep Coral Spent	45	+10% Multicraft Chance	45		785	1,740	350	2,480
Lucky Strike	Dagger	Sia's Superior Offer	---	250	10	615,000	37,800	10:30:00	16.27	48,500	1.28	728	3,640	2,018	552		Blacksmith	26	Jeweler	22	Master	19		290	---	---	---	83	---	---	---	---	---		Precious Shell	---	5	Living Root	---	3		460	---	---	---	0.05		---	---		-25% Craft Time Reduction	9	-58 Iron Spent	22	x1.25 Value Increase	40	-1 Living Root Spent	65	Quality Chance x2	100		-17 Steel Spent	45	-1 Precious Shell Spent	45	+10% Multicraft Chance	45		810	1,800	360	2,635
Heartseeker	Dagger	---	85	---	11	1,200,000	45,000	12:30:00	26.67	77,500	1.72	1,163	5,815	2,005	432		Blacksmith	27	Jeweler	23	Master	20		304	---	---	---	88	---	---	---	---	---		Sigil of Grace	---	1	Grim Talon	---	4		540	---	---	---	---		---	---		-20% Craft Time Reduction	6	-91 Iron Spent	16	Blueprint: Sixth Sin	28	x1.25 Value Increase	45	Quality Chance x2	70		-18 Steel Spent	60	-1 Grim Talon Spent	60	+10% Multicraft Chance	60		970	2,155	430	2,790
Last Breath	Dagger	Bleak Chest	---	---	11	1,350,000	45,000	12:30:00	30.00	77,500	1.72	1,163	5,815	2,277	490		Blacksmith	27	Jeweler	23	Master	20		304	---	---	---	88	---	---	---	---	---		Sigil of Grace	---	1	Boreal Gale	---	3		612	---	---	---	---		---	---		-20% Craft Time Reduction	6	-61 Iron Spent	16	x1.25 Value Increase	28	-18 Steel Spent	45	Quality Chance x2	70		-91 Iron Spent	60	-18 Steel Spent	60	+10% Multicraft Chance	60		1,005	2,235	445	2,790
Nightwing Bolt	Dagger	Spooktober Mega Pack	---	300	11	1,500,000	45,000	12:30:00	33.33	77,500	1.72	1,163	5,815	2,740	594		Blacksmith	27	Jeweler	23	Master	20		304	---	---	---	66	---	---	---	---	25		Sigil of Grace	---	1	Grim Talon	---	3		540	135	---	---	---		Dark	---		-20% Craft Time Reduction	6	-91 Iron Spent	16	x1.25 Value Increase	28	-13 Jewels Spent	45	Quality Chance x2	70		-13 Steel Spent	60	-12 Jewels Spent	60	+10% Multicraft Chance	60		1,080	2,395	480	2,790
Kyoshi Warrior Fan	Dagger	Earth Kingdom Superior Pack	---	300	11	1,600,000	54,000	15:00:00	29.63	82,500	1.53	1,238	6,190	2,574	538		Blacksmith	27	Jeweler	23	Master	20		319	---	---	---	93	---	---	---	---	---		Sigil of Grace	---	1	Precious Shell	---	5		560	---	18	---	---		Earth	---		-20% Craft Time Reduction	6	-64 Iron Spent	16	x1.25 Value Increase	28	-19 Steel Spent	45	Quality Chance x2	70		-1 Precious Shell Spent	60	-1 Precious Shell Spent	60	+10% Multicraft Chance	60		1,110	2,470	495	2,950
Wiccan Dagger	Dagger	Wiccan Magic Mega Pack	---	300	11	1,750,000	54,000	15:00:00	32.41	82,500	1.53	1,238	6,190	4,550	896		Blacksmith	27	Jeweler	23	Master	20		319	89	---	---	93	---	---	---	---	---		Sigil of Spark	---	1	Grim Talon	---	4		560	---	---	---	0.10		Earth	---		-20% Craft Time Reduction	6	x1.25 Value Increase	16	-64 Iron Spent	28	-19 Steel Spent	45	Quality Chance x2	70		-1 Grim Talon Spent	60	-45 Wood Spent	60	+10% Multicraft Chance	60		1,160	2,580	515	2,950
Sixth Sin	Dagger	---	125	---	12	2,150,000	77,400	21:30:00	27.78	155,000	2.00	2,325	11,625	2,872	552		Blacksmith	29	Jeweler	25	Master	22		349	---	---	---	102	---	---	---	---	---		Sigil of True Grace	---	1	Raw Obsidian	---	2		690	---	---	---	---		Dark	---		-20% Craft Time Reduction	6	-105 Iron Spent	14	x1.25 Value Increase	26	-15 Steel Spent	40	Quality Chance x2	60		-20 Steel Spent	80	-15 Steel Spent	80	+10% Multicraft Chance	80		1,285	2,850	570	3,290
Celesteel Knuckles	Dagger	Wastelanders Superior Pack	---	350	12	2,250,000	92,400	25:40:00	24.35	165,000	1.79	2,475	12,375	4,189	782		Blacksmith	30	Jeweler	26	Master	23		364	---	---	---	111	---	---	---	---	20		Sigil of True Grace	---	1	Grim Talon	---	3		710	178	---	---	---		Light	---		-25% Craft Time Reduction	6	-109 Iron Spent	14	x1.25 Value Increase	26	-17 Steel Spent	40	Quality Chance x2	60		-10 Jewels Spent	80	-17 Steel Spent	80	+10% Multicraft Chance	80		1,310	2,910	580	3,465
Cudgel	Mace	Carpenter	---	---	1	50	15	00:00:15	3.33	135	9.00	2	10	1	11		Carpenter	1	---	1	---	1		---	5	---	---	---	---	---	---	---	---		---	---	---	---	---	---		14	---	---	---	---		---	---		Blueprint: Wooden Shield	7	Blueprint: Spiked Cudgel	18	x1.5 Value Increase	32	Quality Chance x2	50	Quality Chance x3	80		-4 Wood Spent	5	+30% Multicraft Chance	5	Quality Chance x3	5		5	15	5	15
Spiked Cudgel	Mace	---	1	---	2	220	50	00:00:50	4.40	455	9.10	7	35	9	24		Carpenter	2	---	1	---	1		---	8	---	---	---	---	---	---	---	---		Cudgel	Normal	1	---	---	---		30	---	---	---	---		---	---		x1.5 Value Increase	8	Blueprint: Warhammer	20	-25% Craft Time Reduction	36	Quality Chance x2	55	Quality Chance x3	85		-1 Cudgel Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		10	25	5	40
Darkwood Branch	Mace	Wooden Chest	---	---	2	1,060	100	00:01:40	10.60	765	7.65	11	55	13	49		Carpenter	2	---	1	---	1		---	11	---	3	---	---	---	---	---	---		Elven Wood	---	1	---	---	---		61	---	---	---	---		---	---		x1.5 Value Increase	8	-2 Wood Spent	20	-1 Elven Wood Spent	36	-25% Craft Time Reduction	55	Quality Chance x3	85		-3 Herbs Spent	5	+20% Multicraft Chance	5	Quality Chance x3	5		20	40	10	55
Warhammer	Mace	---	3	---	3	630	140	00:02:20	4.50	1,200	8.57	18	90	15	40		Carpenter	2	---	1	---	1		---	13	---	---	---	---	---	---	---	---		Elven Wood	---	2	---	---	---		50	---	---	---	---		---	---		x1.5 Value Increase	6	Blueprint: Morning Star	16	-25% Craft Time Reduction	28	-3 Wood Spent	45	Quality Chance x3	70		-2 Elven Wood Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		20	45	10	70
Liberty Mace	Mace	Freedom Pack	---	75	3	1,000	200	00:03:20	5.00	1,700	8.50	26	130	18	58		Carpenter	3	---	1	---	1		4	14	---	---	---	---	---	---	---	---		---	---	---	---	---	---		60	---	2	---	---		Fire	---		x1.5 Value Increase	7	-25% Craft Time Reduction	18	-3 Wood Spent	32	-2 Iron Spent	50	Quality Chance x3	80		-7 Wood Spent	10	+10% Multicraft Chance	10	Quality Chance x3	10		25	55	10	90
Morning Star	Mace	---	7	---	4	2,700	360	00:06:00	7.50	3,100	8.61	47	235	24	67		Carpenter	5	---	1	---	1		5	19	---	---	---	---	---	---	---	---		Silver Dust	---	3	---	---	---		84	---	---	---	---		---	---		x1.25 Value Increase	7	-25% Craft Time Reduction	18	Blueprint: Flanged Mace	32	-4 Wood Spent	50	Quality Chance x2	80		-25% Craft Time Reduction	15	+10% Multicraft Chance	15	-1 Silver Dust Spent	15		40	90	20	135
Inflatable Maul	Mace	Summertime Mega Pack	---	100	4	4,600	480	00:08:00	9.58	3,950	8.23	59	295	34	92		Carpenter	6	---	1	---	1		6	23	---	---	---	---	---	---	---	---		Webbed Wing	---	2	---	---	---		96	---	3	---	---		Air	---		x1.25 Value Increase	7	-5 Wood Spent	18	-25% Craft Time Reduction	32	-2 Iron Spent	50	Quality Chance x2	80		-25% Craft Time Reduction	15	-1 Webbed Wing Spent	15	+10% Multicraft Chance	15		50	115	25	165
Flanged Mace	Mace	---	10	---	5	6,200	990	00:16:30	6.26	7,300	7.37	110	550	57	109		Carpenter	9	Priestess	1	---	1		---	37	---	---	---	7	---	---	---	---		Rustwyrm Scale	---	2	Iron Pine Cone	---	4		136	---	---	---	---		---	---		-25% Craft Time Reduction	8	-7 Wood Spent	20	Blueprint: Skull Crusher	36	x1.25 Value Increase	55	Quality Chance x2	85		-2 Ironwood Spent	20	+10% Multicraft Chance	20	-4 Iron Pine Cone Spent	20		60	130	25	260
First Morning Star	Mace	New Year Mega Pack	---	120	5	12,000	1,590	00:26:30	7.55	10,000	6.29	150	750	105	180		Carpenter	11	Priestess	4	---	1		---	54	---	---	---	11	---	---	---	---		Precious Gem	---	5	---	---	---		164	41	---	---	---		---	---		-25% Craft Time Reduction	9	-11 Wood Spent	22	-3 Ironwood Spent	40	x1.25 Value Increase	60	Quality Chance x2	95		-3 Ironwood Spent	20	+10% Multicraft Chance	20	-1 Precious Gem Spent	20		80	180	35	335
Skull Crusher	Mace	---	15	---	6	21,000	2,400	00:40:00	8.75	13,500	5.63	203	1,015	154	154		Carpenter	13	Priestess	8	---	1		---	77	---	---	---	19	---	---	---	---		White Sand	---	4	---	---	---		192	---	---	---	---		---	---		-25% Craft Time Reduction	9	-15 Wood Spent	22	Blueprint: Evening Star	40	x1.25 Value Increase	60	Quality Chance x2	95		-4 Ironwood Spent	25	+10% Multicraft Chance	25	-1 White Sand Spent	25		110	240	50	420
Troublin Bludgeon	Mace	Troublin Trouble Mega Pack	---	140	6	40,500	3,600	01:00:00	11.25	17,500	4.86	263	1,315	408	242		Carpenter	15	Priestess	11	---	5		28	101	---	---	---	26	---	---	---	---		Cudgel	Normal	1	Bronze Fang	---	4		220	55	---	---	---		---	---		-25% Craft Time Reduction	10	-20 Wood Spent	24	x1.25 Value Increase	44	-21 Ironwood Spent	70	Quality Chance x2	110		-14 Iron Spent	25	+10% Multicraft Chance	25	-1 Cudgel Spent	25		145	325	65	515
Evening Star	Mace	---	25	---	7	61,500	5,400	01:30:00	11.39	22,000	4.07	330	1,650	392	200		Carpenter	17	Priestess	13	---	7		---	127	---	---	9	32	---	---	---	---		Morning Star	Normal	1	Evil Eye	---	4		250	---	---	---	---		---	---		-25% Craft Time Reduction	10	-25 Wood Spent	24	Blueprint: Powder Keg	44	x1.25 Value Increase	70	Quality Chance x2	110		-6 Ironwood Spent	30	+10% Multicraft Chance	30	-1 Evil Eye Spent	30		180	400	80	620
Meteor Hammer	Mace	Ancient Chest	---	---	7	95,000	6,600	01:50:00	14.39	24,500	3.71	368	1,840	444	262		Carpenter	18	Priestess	14	---	8		---	140	---	---	---	35	---	---	---	---		Morning Star	Normal	1	Star Metal	---	4		327	---	---	---	---		---	---		-25% Craft Time Reduction	10	-28 Wood Spent	24	x1.25 Value Increase	44	-1 Morning Star Spent	70	Quality Chance x2	110		-7 Ironwood Spent	30	+10% Multicraft Chance	30	-1 Star Metal Spent	30		210	465	95	675
Powder Keg	Mace	---	35	---	8	185,000	16,200	04:30:00	11.42	35,500	2.19	533	2,665	771	264		Carpenter	21	Priestess	17	---	12		---	192	---	---	---	51	---	---	6	---		Overgrown Vine	---	5	Living Root	---	8		330	---	---	---	---		Fire	---		-25% Craft Time Reduction	11	-38 Wood Spent	28	Blueprint: Tenderizer	50	x1.25 Value Increase	80	Quality Chance x2	125		-2 Ether Spent	35	+10% Multicraft Chance	35	-8 Living Root Spent	35		305	675	135	925
Whack-O'-Lantern	Mace	Halloween Pack	---	180	8	240,000	19,200	05:20:00	12.50	39,000	2.03	585	2,925	1,011	335		Carpenter	22	Priestess	18	---	13		---	206	---	---	---	56	---	---	8	---		Overgrown Vine	---	4	Evil Eye	---	2		350	---	11	---	---		Earth	---		-25% Craft Time Reduction	9	-41 Wood Spent	22	x1.25 Value Increase	40	-11 Ironwood Spent	60	Quality Chance x2	95		-28 Ironwood Spent	35	+10% Multicraft Chance	35	-1 Overgrown Vine Spent	35		345	765	155	995
Peppermint Mallet	Mace	Holiday Pack	---	180	8	260,000	19,200	05:20:00	13.54	39,000	2.03	585	2,925	1,011	420		Carpenter	22	Priestess	18	---	13		---	206	---	---	---	56	---	---	8	---		Ancient Marble	---	5	Deep Pearl	---	5		350	---	---	---	0.05		---	---		-25% Craft Time Reduction	9	-41 Wood Spent	22	x1.25 Value Increase	40	-11 Ironwood Spent	60	Quality Chance x2	95		-2 Ether Spent	35	+10% Multicraft Chance	35	-5 Deep Pearl Spent	35		360	795	160	995
